msno,total_transactions,total_actual_paid,mean_actual_paid,mean_plan_days,total_cancellations,latest_auto_renew,latest_payment_method,average_under_overpayment,city,bd,registered_via,reg_year,reg_month,reg_day,account_age_days,num_100,num_unq,total_secs,total_active_days,skip_ratio,loop_ratio,secs_per_active_day,days_since_last_transaction,days_until_expiration,gender_male,gender_unknown,is_churn
Ohy2k2wAhYwhur0wicbMvEGe8WD7FPLRB2pg1yInEIM=,27,3483,129.0,28.88888888888889,0,1,41,4.777777777777772,1.0,27.0,7.0,2010.0,11.0,1.0,2372.0,3401.0,11.91118381871106,1142484.7022032738,304.0,0.1748221595714116,285.5297337750844,3758.1732388866494,30,1,0,1,0
ea8nU8wVbWnrM2fkzpuphDc2zYIpRUZSq99SQktpOYs=,29,3571,123.13793103448276,28.96551724137931,1,1,41,5.137931034482762,1.0,27.0,7.0,2014.0,4.0,5.0,1121.0,1437.0,13.297519562188466,536063.8367576599,121.0,0.3157477179065937,108.06518558801407,4430.279276486505,42,-11,0,1,0
nmET0yx3vF2XAh/o/iX3dmcUYEH8Z0C3+muyTYiJh8Q=,3,1103,367.6666666666667,80.0,0,0,38,0.0,1.0,27.0,4.0,2016.0,9.0,18.0,224.0,2200.0,15.322367413002144,714906.445892334,152.0,0.2150170642348775,143.58085176345682,4703.33157144091,61,29,0,1,0
vUBh1o32I4xAsD94tl9aQzNiZmhH6x9t4zb0pYxYVsA=,7,1260,180.0,30.0,0,0,29,0.0,22.0,25.0,3.0,2015.0,3.0,8.0,784.0,813.0,12.91549113866322,282559.3942260742,71.0,0.1703470018111435,62.94761552583063,3979.709217309606,32,-2,0,0,0
wFFukS8A+UHZ9kLQsU7UDsJXp/E75uoQglWmeA4PbJM=,27,4023,149.0,29.0,0,1,40,5.518518518518505,5.0,24.0,9.0,2012.0,2.0,26.0,1890.0,4285.0,6.629554521668937,2121117.0621879697,494.0,0.3387194014967811,646.3471297389663,4293.759148280118,35,-3,0,0,0
hoKF8DEOIBUsxTeV3XZO3yZFrlL/9lfP/tYqAh/cquc=,25,3576,143.04,30.0,0,1,41,-5.960000000000008,1.0,27.0,7.0,2015.0,3.0,15.0,777.0,11801.0,45.72222052880665,3306264.115924835,270.0,0.0624766459438931,258.1020187229261,12245.422198039309,46,-15,0,1,0
4UjMgA4RXmBgwVF5lCvdCoRTuPiBC/Ck3muG1ueN6ao=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,1.0,454.0,1.0,11.359995456001815,27737.615975379944,25.0,0.7540603073303873,0.0880281267357729,1109.5041952135198,60,-29,0,1,0
1J5rfMZAdUipAJOqXCnkR5PnVW24NiVY5LKvpApJS/I=,6,894,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,10.0,24.0,188.0,2661.0,38.21052229362923,809505.2987208366,95.0,0.295897780103345,69.6404849728739,8521.107510629068,38,-7,0,0,0
xaLmulrHbDXpCMRXG/Mqkoq3QEqu3RByIPogC8bdSS8=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,5.0,34.0,9.0,2008.0,8.0,6.0,3189.0,25301.0,75.3655886965739,6725916.379829407,279.0,0.0984000548999519,335.710197193062,24107.226303789048,30,7,0,0,0
Vy7g+taroOm/1HXpfvBXxsLQLjG9ML3bJYyu81PSIOY=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,14.0,35.0,9.0,2005.0,3.0,29.0,4415.0,5.0,3.4999825000875,1363.8180541992188,2.0,0.5833328472226273,1.4285744897667638,681.9056175715215,30,0,1,0,0
dlCS2i/RFax4dDI5ToTttgWb8dIOpk/5lGAtMXi7E54=,5,495,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,11.0,24.0,157.0,2442.0,36.06779049698466,631578.427148819,59.0,0.1163751983581074,67.70581977140958,10704.717289858409,38,-7,0,1,0
p6Lf+lbfZVUu6eWufSB7Ndy198JsT8NKN7EadtMjrNA=,7,1043,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,9.0,19.0,223.0,6532.0,23.776314225242484,1881471.622795105,152.0,0.1451323193089063,274.7270746360872,12378.10196719793,43,-12,0,1,0
Q1gj2kJZJqeFlPYel6Z59Ms+wEDCceWdbvZcmwq7Pbk=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,29.0,549.0,119.0,6.592590150892537,46479.45878601074,27.0,0.4642857015306126,18.05054110310167,1721.4607989408428,30,0,0,1,0
a8iEzyiAaO8RO2gwNDEQILoPr75D+okfz6trpbazkIo=,21,1881,89.57142857142857,30.0,1,1,41,-14.19047619047619,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,53,8,0,1,0
QWHWx/MIrA8wcyRfXvCBk9c3YJK7DCm9tQn9I2BWYwY=,27,4023,149.0,29.0,0,1,37,5.518518518518505,13.0,31.0,9.0,2009.0,11.0,17.0,2721.0,9958.0,39.06513260286849,2909305.157104492,261.0,0.0635921455020787,254.90755534241413,11146.762626961174,36,-5,1,0,0
3Lc+1H8IKMISOZhF38XE3m7Vuf8+bmfsRYJWnaqevpg=,4,396,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,12.0,4.0,147.0,2981.0,31.32652741566047,949216.5494537354,98.0,0.2116390083845442,95.15893698834928,9685.882169335851,58,-27,0,1,0
GCxtEN/UY0oUCNtmLf4AoVtsHY8k2cX//H2TqRZISik=,28,4172,149.0,29.071428571428573,1,1,40,5.321428571428584,4.0,44.0,3.0,2012.0,10.0,8.0,1665.0,19616.0,30.90672735616625,5698144.370269775,654.0,0.1254748192110955,634.6836216953965,8712.758842725058,33,-3,1,0,0
Ri1KxsVg+gqxGbG6GZHd6v2y3nZyHGzSspuN32D3Xw8=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,13.0,565.0,2688.0,20.17355205177256,804421.1118164062,121.0,0.0997581617298725,133.2436975236021,6648.107812688662,49,-18,0,1,0
OMa+UqZFV7YtKgm9Xz4f9x7EoMWw2ToM09Ct1UQVRVI=,3,540,180.0,30.0,0,0,36,0.0,1.0,27.0,9.0,2015.0,4.0,9.0,752.0,360.0,15.068960321048165,179529.64349365234,29.0,0.2236220437224875,23.890152567170176,6190.675227134485,43,-13,0,1,0
o634ZJkWSx6SvNCNASivd4qx0yuPrVavD6E5xiStkzo=,4,396,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,43,-12,0,1,0
pOzZgvKzAS6RDAHxBzj99hVbiUMYstPmOll6vhAMq/o=,27,4023,149.0,29.03703703703704,0,1,37,5.518518518518505,5.0,35.0,9.0,2006.0,3.0,1.0,4078.0,1335.0,23.999994285715644,372168.4765014648,42.0,0.254455444284874,55.62499006696292,8861.15209261771,59,-29,1,0,0
ZIMFzDVSL8F6tIVDniFQFhK192BQB0TfIczVUHJC8GA=,13,1287,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,41,-40,0,1,0
UFQP8pDhDktvwUQ8c6O4iIgt6jZ8vQTYPPNtcDkoh6A=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,38,-7,0,1,0
AkbOd2JmiiTbEEDQjk9pf9RST8h1vJR+OdYZdPt1Hjw=,8,2123,265.375,50.625,0,1,36,0.0,6.0,22.0,9.0,2013.0,12.0,3.0,1244.0,3548.0,28.63244938303148,1460661.1235809326,302.0,0.4945561544928336,123.91530718812996,4836.626076869775,56,3,0,0,0
lhFEtDolludGyP5aXpAeDL5VIgaqYEZia2o2GpFVi7o=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,54,-23,0,1,0
B8yFNJdLhoHqlmKvid1+kZ2oaEejG5+xatk4aLDvtUI=,13,1937,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,3.0,27.0,399.0,16.0,3.4999965000035003,4773.557996749878,10.0,0.4999999038461723,4.571420081643848,477.3553223196655,35,-4,0,1,0
Pn25/nPdHj83RTBoXXIxRpOFKkWMgMPI/46NXN31iNU=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,4.0,36.0,9.0,2006.0,12.0,18.0,3786.0,5809.0,13.689230348023685,1824315.3066635127,325.0,0.25161998874067,424.3478711978818,5613.277693940728,30,0,1,0,0
zHJrKUd5y10LewXBz6CvbAcqqvnOlzQ6aRB/bMg/GTs=,28,3812,136.14285714285714,28.928571428571427,0,1,41,5.321428571428555,13.0,31.0,7.0,2013.0,5.0,11.0,1450.0,10655.0,20.23826678270277,3368653.9725579023,554.0,0.1074964638520833,526.477630205483,6080.602728793999,38,-7,1,0,0
BUQYJDlq2IOz9waaEA2fxwZQ2sZYQGhE7SYulhAvE+A=,29,3401,117.27586206896552,28.96551724137931,2,1,41,1.0,1.0,27.0,7.0,2014.0,3.0,12.0,1145.0,6705.0,8.663594270424095,2206150.0996365547,434.0,0.2107818345192861,773.9273160120669,5083.295043326278,59,-28,0,1,0
m4oPFfzPnX4o615UDNj8Xp6t8D3e7dR5jRVMwsnpxGg=,19,2831,149.0,30.0,3,1,37,0.0,15.0,25.0,3.0,2015.0,11.0,20.0,527.0,16225.0,33.64116006223853,4506040.754783511,379.0,0.1497203986629125,482.29594779202415,11889.28927675625,53,-23,1,0,0
0E4tQjgiHzYs8cXPKQddBxgpg2QbVCLqLBI/9gf0x7s=,29,3721,128.31034482758622,28.96551724137931,1,1,41,-5.206896551724128,1.0,27.0,7.0,2012.0,3.0,23.0,1864.0,1895.0,16.999998794326327,492771.4444694519,141.0,0.2851226496173219,111.4705305701046,3494.8326916391843,38,-6,0,1,0
NnYXZ63HEti/mrr1gDRsftul5GNpK39KlWH3HP/XeSY=,13,1588,122.15384615384616,30.0,1,1,41,-11.461538461538453,17.0,26.0,7.0,2015.0,12.0,31.0,486.0,17008.0,60.11494022548122,4512192.5615234375,261.0,0.0684888796152105,282.924629168049,17288.093443074726,46,-15,1,0,0
U16vlQdDEoXiSCTg0euCrQ6NDa86Ze3yUADa9AuH3JY=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,26.0,552.0,6574.0,18.7832811522204,2025725.180859089,323.0,0.2362021993379051,349.9919128508466,6271.59479301282,35,-4,0,1,0
kzBSTcmfKTiJ/pnmJnkj7SUwapybsU3sIqnX1VXPDdg=,24,3576,149.0,22.5,0,1,33,37.25,13.0,30.0,3.0,2012.0,6.0,16.0,1779.0,1541.0,17.262624518926817,479142.46127700806,99.0,0.1866414012949246,89.26795028362802,4839.822352310955,30,0,0,0,0
vcK2Mx8LUHmRKsbRBNZyUDYwLb6TuHTXXAWaraxDc1E=,23,3427,149.0,22.17391304347826,0,1,31,38.8695652173913,15.0,53.0,9.0,2010.0,12.0,3.0,2340.0,3500.0,16.86734607819663,1128811.1897850037,196.0,0.1623711336718833,207.5013999689157,5759.240470370402,30,0,1,0,0
5U+hXENpFXgmaTtVRqL7+uR2OZ4tVSMJyW7qNiFt8WE=,6,900,150.0,26.166666666666668,0,0,36,0.0,10.0,24.0,9.0,2010.0,2.0,28.0,2618.0,3172.0,41.77599665792027,1021735.5158529282,125.0,0.3925973809720424,75.92875082517308,8173.8834729127475,54,-21,1,0,0
MH6X1eV1t99ur8H/BsR7OKChqvSOIwGW2hpu8jkjOds=,27,3483,129.0,28.88888888888889,0,1,41,4.777777777777772,20.0,23.0,7.0,2010.0,10.0,5.0,2399.0,19602.0,37.28856556645072,5657594.189749241,551.0,0.2494851836761421,525.6837973085868,10267.865856752418,57,-25,1,0,0
iOU7TLLV5eOQZUF42oPiF7KAE4XMR4hjsje1vsCwbLs=,15,2610,174.0,30.0,0,1,36,0.0,1.0,27.0,3.0,2014.0,7.0,29.0,1006.0,10064.0,19.239202018631165,3168981.758178711,301.0,0.2212587043612806,523.0983467646216,10528.178248827006,35,-5,0,1,0
EHsBvZ/4Al22rDiVpe8AmlUM1kjet5akGbuQhlVZpKU=,11,1490,135.45454545454547,27.90909090909091,0,0,38,0.0,12.0,30.0,9.0,2009.0,5.0,27.0,2895.0,4363.0,47.59892793588621,1712269.018131256,187.0,0.4204609326357943,91.6617090464661,9156.518323882745,51,-21,0,0,0
WTVKiMQYt9J7xAcu5Uf5j42EAcwmko9qwCxAcYF7e5M=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,11.0,25.0,9.0,2007.0,2.0,10.0,3732.0,22692.0,32.82428062581022,6373524.990358353,626.0,0.213200200887591,691.3173009185139,10181.349662212231,30,24,1,0,0
FjxuRLLZK9AnRl4qMnjGc05BcCiXP+0mcI6oyrs7gKo=,25,2715,108.6,30.0,1,1,41,0.0,1.0,27.0,7.0,2015.0,4.0,22.0,739.0,16486.0,30.964551661109116,4726253.519247055,536.0,0.2061828774267651,532.4150937588145,8817.636998266204,42,-11,0,1,0
Ax0W1YjYFytFKFHDQamH6U28ZRe79ku0/a4gpDFMCHs=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,28.0,550.0,3637.0,35.083330409722464,1085320.9395740032,120.0,0.182414428812432,103.66743752234314,9044.340409421658,30,0,0,1,0
gckxH7b+M6qMvwUuvhhYBuOUP6KDRRczOu2GmWWDE8c=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2012.0,11.0,4.0,1638.0,18630.0,21.58345610659592,5368481.987037659,677.0,0.1999534449876034,863.1607132974189,7929.810794297712,58,-27,0,1,0
GT69IjMeARpwOuPMDWgfmnQmMHdFOYjRRQt4KcYfTRk=,9,1341,149.0,30.0,0,0,38,0.0,1.0,32.0,3.0,2015.0,9.0,9.0,599.0,1573.0,17.65872875724375,619077.4237966537,126.0,0.3136986290626759,89.07770943464143,4913.3124973295935,52,-22,1,0,0
b19nZtVL4jR22Ch/WN5XV/p5krmktzLU29rKPhiGGew=,27,4023,149.0,29.03703703703704,0,1,37,5.518518518518505,4.0,24.0,3.0,2013.0,11.0,9.0,1268.0,11196.0,23.742817732656395,4740510.689647198,731.0,0.426482436180115,471.5529306814951,6484.966654989783,48,-14,0,0,0
kkhRgPnVojLJ3HGIlJt1d3CiZKSey64MuAYUVIzr+eU=,28,4172,149.0,28.928571428571427,1,1,41,5.321428571428584,10.0,23.0,7.0,2014.0,6.0,5.0,1060.0,28494.0,47.67681090323463,10994345.310317991,690.0,0.1705140124397625,597.6489090543961,15933.833552144431,40,-9,1,0,0
VbxSWcbo9cAeWzrZsS6iyYEBXsnLuendIOUTlG6aX3s=,27,4023,149.0,29.03703703703704,0,1,37,5.518518518518505,13.0,18.0,3.0,2014.0,5.0,27.0,1069.0,20904.0,38.62179425285586,6090245.039142609,624.0,0.2149712751677143,541.2486652136213,9760.007919138669,51,-21,0,0,0
r+Vrm1VTWh6AYn1p0syY5xBoZFUPim6OMBmb03HasAA=,11,1639,149.0,30.0,0,1,41,0.0,12.0,17.0,7.0,2016.0,5.0,19.0,346.0,4711.0,38.47650748479816,1458474.116405487,149.0,0.2545221474796722,122.43831583410032,9788.416231686742,43,-12,0,1,0
qH3CT2FOH16lVMayvaSphjMWC1Ag0Y7930O7qOGGkdc=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2010.0,2.0,11.0,2635.0,6031.0,34.133638980016634,1795190.271457791,217.0,0.2466281307416659,176.6878192112076,8272.76584668264,30,0,0,1,0
H9kyRRj4YcJzTkOzjNntU3LhQB/T4T31G5mOCw04nCA=,4,2144,536.0,180.0,0,0,32,0.0,13.0,27.0,9.0,2005.0,10.0,21.0,4209.0,5418.0,13.08633062143092,1790738.451434493,417.0,0.1822622105626449,414.0194846470053,4294.336711009894,72,111,0,0,0
BIvodd55gybvfLYbjvNgcumz8da1hkju/nVYoGIzlQg=,29,4081,140.72413793103448,30.0,1,1,41,0.0,1.0,27.0,7.0,2014.0,1.0,20.0,1196.0,6889.0,13.4831011235964,2673450.33793068,503.0,0.2324344851572023,510.9354908411132,5315.010506522017,36,-5,0,1,0
ITHrwwvcyyPyczpv2FXow55HAVRq2d0xlTIsHXNtNVU=,28,4023,143.67857142857142,29.035714285714285,1,1,40,0.0,14.0,38.0,9.0,2010.0,11.0,29.0,2344.0,10518.0,18.68998074310056,3290541.533144951,529.0,0.2156796541186578,562.7611133987714,6220.305238075423,33,-3,0,0,0
etKXwiOtYrWYGxxhibkdcLekdQmcQwZ6WTB6ptuOCUc=,4,396,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,12.0,12.0,139.0,1238.0,17.999997804878316,354667.7129331827,82.0,0.1783159043570946,68.77774795544703,4325.215483914974,50,-19,0,1,0
owp7YQZhRfiuLUvOYw7Lrqm0xscaZY553HFdSE9Z8fY=,9,1589,176.55555555555554,30.0,0,0,29,0.0,1.0,27.0,4.0,2016.0,5.0,27.0,338.0,1394.0,6.641509183339276,683038.268289566,265.0,0.4155875875504823,209.89173734481537,2577.502801941653,61,-31,0,1,0
23g2Z0ovF3+g462qke67uFtPWS4+ZPHqjHDueCKw3Ac=,27,4023,149.0,30.185185185185187,0,1,40,0.0,13.0,29.0,9.0,2011.0,1.0,15.0,2297.0,4170.0,15.357142334791078,1416534.516582489,294.0,0.2611785604661259,271.53471614350104,4818.14445034369,45,-4,1,0,0
0TDz7HRKBbnNNkMqQqMtqwlH2F/2QB1jvwkO8roQvcQ=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2011.0,4.0,8.0,2214.0,298.0,9.085104449977775,139159.57522630692,47.0,0.4780426539768801,32.80090764302138,2960.841396125382,60,-29,0,1,0
78ryd3IqV3RfawYFcRDNMOa09iHPNtz1j+8Y1kED8Aw=,13,1287,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,46,-15,0,1,0
20LxoQFJ01MafnA+RWR9prcFeGQV5skDsrXcIA6qQKk=,28,4172,149.0,29.071428571428573,1,1,40,5.321428571428584,15.0,27.0,9.0,2005.0,11.0,24.0,4175.0,8237.0,21.525691274195825,3319095.8808521032,506.0,0.2825465446743277,382.6588455854024,6559.477895765464,53,-23,1,0,0
xhp91BOyDKf8TWhbSF240xJlGDy1gWOp13C0hYUW4mU=,27,3573,132.33333333333334,28.88888888888889,1,1,41,5.518518518518533,1.0,27.0,7.0,2013.0,12.0,11.0,1236.0,21436.0,17.417053993534047,5875537.786190033,645.0,0.091907652942999,1230.7470425530937,9109.360767591355,30,0,0,1,0
4nmfkCxkGWYSWDv3I0uTUeIsDOBBEf+imQrZ5b2Zq08=,5,2384,476.8,106.0,0,0,32,0.0,8.0,27.0,9.0,2010.0,10.0,10.0,2394.0,20774.0,31.66711729814456,5557398.600257874,739.0,0.1888575748594798,656.0115101194289,7520.160385732435,59,-29,1,0,0
aPw4Ff+THshXlvcovIel4LiqV/KtMLv05E8Il8qFMzY=,29,3201,110.3793103448276,28.96551724137931,1,1,41,4.448275862068968,1.0,27.0,7.0,2010.0,11.0,10.0,2363.0,11751.0,19.291945985034463,3396162.903160095,596.0,0.1710923936403958,609.1139752296614,5698.259809022647,50,-18,0,1,0
av3MNOK1Be4VkY7ZkXdlMa/aLErCMe2N08Igw44cwU4=,27,3483,129.0,28.88888888888889,0,1,41,4.777777777777772,17.0,39.0,7.0,2011.0,1.0,28.0,2284.0,12552.0,13.268170093529571,4026636.164409876,399.0,0.1959715638649457,946.0227334509252,10091.819707999197,34,-2,1,0,0
x6J/1GEX6YdNZ+D3GyMOfClH2zwH4sJfLPMqkmcOYmU=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,16.0,439.0,4357.0,21.03703606310018,1348148.3841050863,216.0,0.1894893896062841,207.1108266308525,6241.427415235242,46,-15,0,1,0
PpX3XgYXfFadH/RAKiHGwp9gJjoTUlococzsII4aNnM=,27,3483,129.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2011.0,3.0,19.0,2234.0,691.0,22.399993600001828,179089.81092834473,35.0,0.18472652028146,30.84820932796384,5116.850278852627,43,-11,0,1,0
6rpZUMXJ5J+5wsi+A1sf/hpEXpYI/Xrt0hKAifZqmS4=,26,3774,145.15384615384616,28.846153846153847,1,1,41,5.730769230769226,4.0,44.0,7.0,2012.0,1.0,22.0,1925.0,1470.0,4.159090804063363,1051238.1940937042,396.0,0.4030534340889225,353.4417820707393,2654.641837240621,48,-16,1,0,0
MfdQwz6clHKQ9DZ/n3WlDtmBp6R3r3kOu0zUyWPl7oA=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2013.0,12.0,26.0,1221.0,1.0,11.999960000133331,3784.230949401856,3.0,0.7446806926211291,0.0833335416662615,1261.406111780246,36,-5,0,1,0
CBlJxgUEiNdM6pauXGP3FVIJgzuK/voA+doDYj1nmfQ=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,29.0,549.0,2033.0,11.722846002889664,811105.6107802391,267.0,0.3894991204097119,173.4219032886584,3037.8486157369025,30,0,0,1,0
H8iDTouWOPytRcUoWdc9v+nr8gjHlaPq1BRWOOI7hSY=,7,3934,562.0,122.14285714285714,0,0,38,0.0,6.0,25.0,3.0,2015.0,2.0,12.0,808.0,15121.0,33.186829507092966,5668267.982285023,653.0,0.3256763484396095,455.6324200973767,8680.34899767463,44,73,1,0,1
bjqkP21/NciYAoKT8mP/x1w9WXgZ2C9H6GbwFvQFxG8=,12,1188,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,4.0,20.0,375.0,10579.0,6.604501395353654,3502060.155700684,311.0,0.1219909635419665,1601.7838969045376,11260.643225383446,42,-11,0,1,0
zbL5NTjOsyz9SLgsCAtMFIyajkmSEBobQQz+doLdxTw=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,34,-3,0,1,0
2qOnUPYRNBCvMLrRVCBCD6fSAcX9jLsCr9TyIzZRqHU=,29,4121,142.10344827586206,28.96551724137931,1,1,41,5.137931034482762,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,41,-10,0,1,0
//aWvY7Y+dy+OCzivW4e/ojzfGRRv4QeN3E4gfBojVI=,27,4407,163.22222222222223,28.88888888888889,0,0,36,5.555555555555571,5.0,22.0,9.0,2013.0,3.0,21.0,1501.0,20785.0,36.65809721519155,6491012.393863678,778.0,0.3146010185867003,566.9959956739515,8343.2034838453,38,-7,0,0,0
CNBcGK6fDNllikH1FscREeADlxSixaV8r8dM2AU2zWI=,15,2239,149.26666666666668,42.93333333333333,0,0,38,0.0,12.0,22.0,9.0,2009.0,5.0,4.0,2918.0,2372.0,15.88288216743774,909008.2073802948,222.0,0.3705179275099226,149.3430777590336,4094.631380333248,48,135,1,0,0
/QlhSIWEZelYnwttYJSQL50EJJ2yRV+ThQIVQLvctp8=,31,4370,140.96774193548387,30.0,2,1,41,-4.806451612903231,8.0,25.0,7.0,2011.0,8.0,30.0,2070.0,4185.0,9.357308367579853,1936103.1167297363,431.0,0.3392753112673013,447.2435195215438,4492.118496075525,44,-13,0,0,0
5Wo50R0DxgO6Wzfw2k8VyKd9FDZptT5UqX6R4f83AOA=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,36,-4,0,1,0
Vt/+OT+vrb8IjcziMLqL/AKiRlkIkTz8OGQgi0b/Kg0=,23,3427,149.0,22.17391304347826,0,1,19,38.8695652173913,15.0,36.0,9.0,2005.0,10.0,14.0,4216.0,28.0,7.666658148157613,9580.139934539797,9.0,0.5925925194330223,3.6521732073050166,1064.458809994633,30,0,1,0,0
6DK8Gq/3jHMB6cUfQbi+ZVPuVVHTvUWRMDWxUlx+4mc=,9,1821,202.33333333333331,41.77777777777778,0,0,38,0.0,18.0,26.0,3.0,2012.0,8.0,1.0,1733.0,9428.0,35.6352572755241,2934068.244506836,329.0,0.2476632414665805,264.5693640265068,8918.140289742958,38,-8,1,0,0
Ct4dLmsxhEXLV1dBWrwJlkPNGufYKvClJKaIi/uItpA=,3,387,129.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2017.0,1.0,24.0,96.0,3.0,2.2499943750140625,1310.4869995117188,4.0,0.7647054325262161,1.3333307407374486,327.62093082560267,38,-7,0,1,0
xOHnVH80oMWVD0MAouM5/qbBd5ZBy/MYU8irvlBsyj0=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,13.0,47.0,9.0,2007.0,4.0,16.0,3667.0,2624.0,16.09255500819809,2018189.417518616,497.0,0.515467122248199,163.056666147581,4060.743213100973,30,0,0,0,0
v8QSoVPg2oAZrp2HSvZs5G2F6Qp7+LBUSLbxE2SPKNg=,6,594,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,45,-14,0,1,0
u/7CCtaZ85iUb/5v0k6fNDl/RRWFZ9YeI16AQEz7qjw=,19,1881,99.0,30.0,0,1,41,0.0,22.0,23.0,7.0,2015.0,9.0,24.0,584.0,12848.0,25.6255918098201,4196517.630119324,422.0,0.1696815580132453,501.3735909638797,9944.354338094266,37,-6,0,0,0
GSk+DWFMP4SeZd0GKeC5DmrgzaUr83OjN+pyYGB8P/8=,19,1881,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,7.0,30.0,640.0,16.0,6.7999864000272,5575.293060302734,5.0,0.3272726677686058,2.3529424221365765,1115.0563819477832,30,0,0,1,0
neGTaSCQ/JyD6guTv+xjBXG+2V/vE1AQAmsDwfZQjqA=,3,3387,1129.0,400.0,0,0,17,0.0,5.0,23.0,9.0,2013.0,4.0,3.0,1488.0,12768.0,13.342342142006876,3794860.3401794434,666.0,0.2209676567187423,956.9527069969474,5697.988413212552,117,324,0,0,1
jYvbd8j+DdVxsEHmo8eHVQUn/Y901Ghp0fxWPYxsjdo=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,22.0,34.0,9.0,2011.0,11.0,7.0,2001.0,4561.0,19.634145543327417,1324458.35113132,246.0,0.1880786094070511,232.29927001113305,5383.97681825834,30,9,0,0,0
zkfB8YzMDc29XtJFOu3aWsIqzWd0d8lIrknQSEMMvhY=,27,4023,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,41,-9,0,1,0
